         423826 function calls (410833 primitive calls) in 1.550 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 prefilter.py:573(MacroHandler)
        1    0.000    0.000    0.000    0.000 tempdir.py:11(NamedFileInTemporaryDirectory)
        1    0.000    0.000    0.000    0.000 contexts.py:10(preserve_keys)
        1    0.000    0.000    0.000    0.000 locks.py:101(Lock)
        1    0.000    0.000    0.000    0.000 windows_events.py:164(_WaitCancelFuture)
        1    0.000    0.000    0.000    0.000 selector_events.py:943(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 current.py:38(__init__)
        1    0.000    0.000    0.000    0.000 vt100.py:193(_256ColorCache)
        1    0.000    0.000    0.000    0.000 __init__.py:18(Node)
        1    0.000    0.000    0.000    0.000 minicompat.py:74(EmptyNodeList)
        1    0.000    0.000    0.000    0.000 key_bindings.py:544(_MergedKeyBindings)
        1    0.000    0.000    0.000    0.000 debugger.py:25(TerminalPdb)
        1    0.000    0.000    0.000    0.000 classes.py:623(Signature)
        1    0.000    0.000    0.000    0.000 cache.py:71(CachedMetaClass)
        1    0.000    0.000    0.000    0.000 value.py:319(SignatureParamName)
        1    0.000    0.000    0.000    0.000 __init__.py:4(_PluginManager)
        1    0.000    0.000    0.000    0.000 instance.py:300(TreeInstance)
        1    0.000    0.000    0.000    0.000 typing.py:237(Tuple)
        1    0.000    0.000    0.000    0.000 __init__.py:360(AccessHandle)
        1    0.000    0.000    0.000    0.000 stdlib.py:626(ItemGetterCallable)
        1    0.000    0.000    0.000    0.000 config.py:28(ConfigMagics)
        1    0.000    0.000    0.000    0.000 transforms.py:221(__init__)
        6    0.000    0.000    0.000    0.000 case.py:430(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 nosetester.py:115(NoseTester)
        5    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 records.py:100(format_parser)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 traceback.py:315(StackSummary)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6376(__array_finalize__)
        2    0.000    0.000    0.000    0.000 version.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:893(cast)
        1    0.000    0.000    0.000    0.000 padding.py:9(_ConstantPadNd)
        1    0.000    0.000    0.000    0.000 sparse.py:173(EmbeddingBag)
        3    0.000    0.000    0.000    0.000 __init__.py:27(__init__)
        1    0.000    0.000    0.000    0.000 optimizer.py:17(Optimizer)
        1    0.000    0.000    0.000    0.000 util.py:345(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 ansi.py:49(AnsiFore)
        1    0.000    0.000    0.000    0.000 __init__.py:415(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(Manager)
        1    0.000    0.000    0.000    0.000 traitlets.py:2067(ObjectName)
        1    0.000    0.000    0.000    0.000 traitlets.py:2575(TCPAddress)
        1    0.000    0.000    0.000    0.000 coloransi.py:175(<listcomp>)
        1    0.000    0.000    0.000    0.000 coloransi.py:126(ColorSchemeTable)
        6    0.000    0.000    0.000    0.000 magic.py:135(validate_type)
        1    0.000    0.000    0.000    0.000 plugin.py:37(<module>)
        2    0.000    0.000    0.000    0.000 python.py:68(innerstring_rules)
        1    0.000    0.000    0.000    0.000 formatters.py:808(JSONFormatter)
        1    0.000    0.000    0.000    0.000 dbapi2.py:51(<listcomp>)
        1    0.000    0.000    0.000    0.000 windows_events.py:240(PipeServer)
        1    0.000    0.000    0.000    0.000 base.py:66(DummyClipboard)
        1    0.000    0.000    0.000    0.000 pygments.py:132(_TokenCache)
        1    0.000    0.000    0.000    0.000 toolbars.py:58(FormattedTextToolbar)
        1    0.000    0.000    0.000    0.000 tokenize.py:270(Token)
        1    0.000    0.000    0.000    0.000 pep8.py:27(IndentationTypes)
        1    0.000    0.000    0.000    0.000 signature.py:120(BuiltinSignature)
        1    0.000    0.000    0.000    0.000 instance.py:124(CompiledInstance)
        1    0.000    0.000    0.000    0.000 instance.py:377(CompiledInstanceName)
        1    0.000    0.000    0.000    0.000 environment.py:56(Environment)
        1    0.000    0.000    0.000    0.000 basic.py:584(AsyncMagics)
        1    0.000    0.000    0.000    0.000 __init__.py:62(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:87(__init__)
        1    0.000    0.000    0.000    0.000 space.py:4(Space)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 utils.py:1939(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 data.py:159(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 compressor.py:160(__init__)
        1    0.000    0.000    0.000    0.000 compressor.py:573(__init__)
        2    0.000    0.000    0.000    0.000 os.py:730(<lambda>)
        1    0.000    0.000    0.000    0.000 enum.py:354(__iter__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1221(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 machar.py:18(MachAr)
        1    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        2    0.000    0.000    0.000    0.000 index_tricks.py:728(__init__)
        1    0.000    0.000    0.000    0.000 function_base.py:1878(vectorize)
        1    0.000    0.000    0.000    0.000 _iotools.py:176(LineSplitter)
        6    0.000    0.000    0.000    0.000 core.py:852(__init__)
        3    0.000    0.000    0.000    0.000 core.py:1368(getmask)
        1    0.000    0.000    0.000    0.000 queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:62(ThroughputBenchmark)
        1    0.000    0.000    0.000    0.000 linear.py:95(Bilinear)
        1    0.000    0.000    0.000    0.000 batchnorm.py:77(_BatchNorm)
        1    0.000    0.000    0.000    0.000 _functions.py:5(SyncBatchNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:10(LocalResponseNorm)
        1    0.000    0.000    0.000    0.000 pixelshuffle.py:5(PixelShuffle)
        1    0.000    0.000    0.000    0.000 upsampling.py:5(Upsample)
        1    0.000    0.000    0.000    0.000 _functions.py:9(Broadcast)
        1    0.000    0.000    0.000    0.000 _ops.py:33(_OpNamespace)
        1    0.000    0.000    0.000    0.000 __init__.py:517(TracingCheckError)
        1    0.000    0.000    0.000    0.000 spawn.py:44(SpawnContext)
        1    0.000    0.000    0.000    0.000 connection.py:628(PipeListener)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 __init__.py:409(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:982(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1526(addHandler)
        1    0.000    0.000    0.000    0.000 traitlets.py:673(_CallbackWrapper)
        1    0.000    0.000    0.000    0.000 traitlets.py:1960(Float)
        2    0.000    0.000    0.000    0.000 sentinel.py:6(Sentinel)
        2    0.000    0.000    0.000    0.000 magic.py:77(needs_local_scope)
        1    0.000    0.000    0.000    0.000 macro.py:16(Macro)
        1    0.000    0.000    0.000    0.000 formatters.py:773(JPEGFormatter)
        1    0.000    0.000    0.000    0.000 io.py:21(IOStream)
        1    0.000    0.000    0.000    0.000 io.py:98(Tee)
        1    0.000    0.000    0.000    0.000 strdispatch.py:11(StrDispatch)
        1    0.000    0.000    0.000    0.000 queues.py:219(PriorityQueue)
        1    0.000    0.000    0.000    0.000 streams.py:147(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 proactor_events.py:156(_ProactorReadPipeTransport)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:113(DummyAutoSuggest)
        1    0.000    0.000    0.000    0.000 base.py:55(_AndCache)
        1    0.000    0.000    0.000    0.000 history.py:159(InMemoryHistory)
        1    0.000    0.000    0.000    0.000 history.py:171(DummyHistory)
        1    0.000    0.000    0.000    0.000 key_bindings.py:492(ConditionalKeyBindings)
        1    0.000    0.000    0.000    0.000 processors.py:171(HighlightSearchProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:978(_MergedProcessor)
        1    0.000    0.000    0.000    0.000 tree.py:181(Newline)
        1    0.000    0.000    0.000    0.000 stub_value.py:76(TypingModuleContext)
        1    0.000    0.000    0.000    0.000 stdlib.py:655(WrapsCallable)
        1    0.000    0.000    0.000    0.000 execution.py:123(TimeitTemplateFiller)
        1    0.000    0.000    0.000    0.000 execution.py:148(Timer)
        1    0.000    0.000    0.000    0.000 transforms.py:532(LowerCholeskyTransform)
        1    0.000    0.000    0.000    0.000 dataloader.py:319(_BaseDataLoaderIter)
        1    0.000    0.000    0.000    0.000 memory.py:339(NotMemorizedFunc)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 _globals.py:59(_NoValueType)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1268(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 tokenize.py:94(TokenInfo)
        1    0.000    0.000    0.000    0.000 _datasource.py:169(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2389(_MaskedPrintOption)
        2    0.000    0.000    0.000    0.000 core.py:3379(shape)
        1    0.000    0.000    0.000    0.000 linear.py:10(Identity)
        1    0.000    0.000    0.000    0.000 typing.py:438(ForwardRef)
        5    0.000    0.000    0.000    0.000 typing.py:1066(overload)
        1    0.000    0.000    0.000    0.000 typing.py:1328(SupportsRound)
        1    0.000    0.000    0.000    0.000 fold.py:6(Fold)
        1    0.000    0.000    0.000    0.000 transformer.py:295(TransformerDecoderLayer)
        1    0.000    0.000    0.000    0.000 conv_fused.py:224(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 __init__.py:688(TracerWarning)
        1    0.000    0.000    0.000    0.000 sgd.py:5(SGD)
        1    0.000    0.000    0.000    0.000 reductions.py:22(StorageWeakRef)
        1    0.000    0.000    0.000    0.000 request.py:1559(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 utils.py:167(ObjectWrapper)
        1    0.000    0.000    0.000    0.000 _monitor.py:14(TMonitor)
        1    0.000    0.000    0.000    0.000 __init__.py:433(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(__init__)
        1    0.000    0.000    0.000    0.000 bunch.py:9(Bunch)
        1    0.000    0.000    0.000    0.000 loader.py:443(PyFileConfigLoader)
        1    0.000    0.000    0.000    0.000 pydoc.py:1871(__init__)
        1    0.000    0.000    0.000    0.000 code.py:15(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 code.py:162(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:176(ArgDecorator)
        1    0.000    0.000    0.000    0.000 pretty.py:113(CUnicodeIO)
        1    0.000    0.000    0.000    0.000 python.py:512(PythonConsoleLexer)
        1    0.000    0.000    0.000    0.000 formatter.py:26(Formatter)
        1    0.000    0.000    0.000    0.000 pickleshare.py:286(PickleShareLink)
        1    0.000    0.000    0.000    0.000 splitinput.py:81(LineInfo)
        1    0.000    0.000    0.000    0.000 formatters.py:724(MarkdownFormatter)
        1    0.000    0.000    0.000    0.000 formatters.py:864(PDFFormatter)
        1    0.000    0.000    0.000    0.000 display.py:239(IFrame)
        1    0.000    0.000    0.000    0.000 locks.py:299(Condition)
        1    0.000    0.000    0.000    0.000 windows_events.py:303(ProactorEventLoop)
        1    0.000    0.000    0.000    0.000 proactor_events.py:296(_ProactorBaseWritePipeTransport)
        1    0.000    0.000    0.000    0.000 base.py:17(ClipboardData)
        1    0.000    0.000    0.000    0.000 minidom.py:639(TypeInfo)
        1    0.000    0.000    0.000    0.000 minidom.py:1390(DOMImplementation)
        1    0.000    0.000    0.000    0.000 pygments.py:61(SyncFromStart)
        1    0.000    0.000    0.000    0.000 processors.py:492(BeforeInput)
        1    0.000    0.000    0.000    0.000 processors.py:532(ShowArg)
        1    0.000    0.000    0.000    0.000 processors.py:560(AfterInput)
        1    0.000    0.000    0.000    0.000 base.py:306(Label)
        1    0.000    0.000    0.000    0.000 utils.py:142(PythonVersionInfo)
        1    0.000    0.000    0.000    0.000 generator.py:63(DFAState)
        1    0.000    0.000    0.000    0.000 generator.py:122(ReservedString)
        1    0.000    0.000    0.000    0.000 normalizer.py:150(Rule)
        1    0.000    0.000    0.000    0.000 pep8.py:35(IndentationNode)
        3    0.000    0.000    0.000    0.000 debug.py:78(increase_indent)
        1    0.000    0.000    0.000    0.000 names.py:67(AbstractArbitraryName)
        1    0.000    0.000    0.000    0.000 names.py:341(BaseTreeParamName)
        1    0.000    0.000    0.000    0.000 context.py:356(CompForContext)
        1    0.000    0.000    0.000    0.000 context.py:377(CompiledModuleContext)
        1    0.000    0.000    0.000    0.000 function.py:147(MethodValue)
        1    0.000    0.000    0.000    0.000 function.py:321(FunctionExecutionContext)
        4    0.000    0.000    0.000    0.000 __init__.py:17(decorate)
        1    0.000    0.000    0.000    0.000 instance.py:480(LazyInstanceClassName)
        1    0.000    0.000    0.000    0.000 base.py:192(_LazyGenericBaseClass)
        1    0.000    0.000    0.000    0.000 helpers.py:174(CallDetails)
        1    0.000    0.000    0.000    0.000 prompts.py:13(Prompts)
        1    0.000    0.000    0.000    0.000 ipapp.py:165(LocateIPythonApp)
        1    0.000    0.000    0.000    0.000 transforms.py:319(PowerTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:86(CUDAModule)
